Running the serial executable x.serial
Running x.serial with list size 1024, operations 100-0-0
Running x.serial with list size 1024, operations 80-10-10
Running x.serial with list size 1024, operations 20-40-40
Running x.serial with list size 1024, operations 0-50-50
Running x.serial with list size 8192, operations 100-0-0
Running x.serial with list size 8192, operations 80-10-10
Running x.serial with list size 8192, operations 20-40-40
Running x.serial with list size 8192, operations 0-50-50
Running x.fgl with 16 threads, list size 8192, operations 0-50-50
Running x.fgl with 32 threads, list size 1024, operations 100-0-0
Running x.fgl with 32 threads, list size 1024, operations 80-10-10
Running x.fgl with 32 threads, list size 1024, operations 20-40-40
Running x.fgl with 32 threads, list size 1024, operations 0-50-50
Running x.fgl with 32 threads, list size 8192, operations 100-0-0
Running x.fgl with 32 threads, list size 8192, operations 80-10-10
Running x.fgl with 32 threads, list size 8192, operations 20-40-40
Running x.fgl with 32 threads, list size 8192, operations 0-50-50
Running x.fgl with 64 threads, list size 1024, operations 100-0-0
Running x.fgl with 64 threads, list size 1024, operations 80-10-10
Running x.fgl with 64 threads, list size 1024, operations 20-40-40
Running x.fgl with 64 threads, list size 1024, operations 0-50-50
Running x.fgl with 64 threads, list size 8192, operations 100-0-0
Running x.fgl with 64 threads, list size 8192, operations 80-10-10
Running x.fgl with 64 threads, list size 8192, operations 20-40-40
Running x.fgl with 64 threads, list size 8192, operations 0-50-50
Running x.fgl with 128 threads, list size 1024, operations 100-0-0
Running x.fgl with 128 threads, list size 1024, operations 80-10-10
Running x.fgl with 128 threads, list size 1024, operations 20-40-40
Running x.fgl with 128 threads, list size 1024, operations 0-50-50
Running x.fgl with 128 threads, list size 8192, operations 100-0-0
Running x.fgl with 128 threads, list size 8192, operations 80-10-10
Running x.fgl with 128 threads, list size 8192, operations 20-40-40
Running x.fgl with 128 threads, list size 8192, operations 0-50-50
Running x.opt with 1 threads, list size 1024, operations 100-0-0
Running x.opt with 1 threads, list size 1024, operations 80-10-10
Running x.opt with 1 threads, list size 1024, operations 20-40-40
Running x.opt with 1 threads, list size 1024, operations 0-50-50
Running x.opt with 1 threads, list size 8192, operations 100-0-0
Running x.opt with 1 threads, list size 8192, operations 80-10-10
Running x.opt with 1 threads, list size 8192, operations 20-40-40
Running x.opt with 1 threads, list size 8192, operations 0-50-50
Running x.opt with 2 threads, list size 1024, operations 100-0-0
Running x.opt with 2 threads, list size 1024, operations 80-10-10
Running x.opt with 2 threads, list size 1024, operations 20-40-40
Running x.opt with 2 threads, list size 1024, operations 0-50-50
Running x.opt with 2 threads, list size 8192, operations 100-0-0
Running x.opt with 2 threads, list size 8192, operations 80-10-10
Running x.opt with 2 threads, list size 8192, operations 20-40-40
Running x.opt with 2 threads, list size 8192, operations 0-50-50
Running x.opt with 4 threads, list size 1024, operations 100-0-0
Running x.opt with 4 threads, list size 1024, operations 80-10-10
Running x.opt with 4 threads, list size 1024, operations 20-40-40
Running x.opt with 4 threads, list size 1024, operations 0-50-50
Running x.opt with 4 threads, list size 8192, operations 100-0-0
Running x.opt with 4 threads, list size 8192, operations 80-10-10
Running x.opt with 4 threads, list size 8192, operations 20-40-40
Running x.opt with 4 threads, list size 8192, operations 0-50-50
Running x.opt with 8 threads, list size 1024, operations 100-0-0
Running x.opt with 8 threads, list size 1024, operations 80-10-10
Running x.opt with 8 threads, list size 1024, operations 20-40-40
Running x.opt with 8 threads, list size 1024, operations 0-50-50
Running x.opt with 8 threads, list size 8192, operations 100-0-0
Running x.opt with 8 threads, list size 8192, operations 80-10-10
Running x.opt with 8 threads, list size 8192, operations 20-40-40
Running x.opt with 8 threads, list size 8192, operations 0-50-50
Running x.opt with 16 threads, list size 1024, operations 100-0-0
Running x.opt with 16 threads, list size 1024, operations 80-10-10
Running x.opt with 16 threads, list size 1024, operations 20-40-40
Running x.opt with 16 threads, list size 1024, operations 0-50-50
Running x.opt with 16 threads, list size 8192, operations 100-0-0
Running x.opt with 16 threads, list size 8192, operations 80-10-10
Running x.opt with 16 threads, list size 8192, operations 20-40-40
Running x.opt with 16 threads, list size 8192, operations 0-50-50
Running x.opt with 32 threads, list size 1024, operations 100-0-0
Running x.opt with 32 threads, list size 1024, operations 80-10-10
Running x.opt with 32 threads, list size 1024, operations 20-40-40
Running x.opt with 32 threads, list size 1024, operations 0-50-50
Running x.opt with 32 threads, list size 8192, operations 100-0-0
Running x.opt with 32 threads, list size 8192, operations 80-10-10
Running x.opt with 32 threads, list size 8192, operations 20-40-40
Running x.opt with 32 threads, list size 8192, operations 0-50-50
Running x.opt with 64 threads, list size 1024, operations 100-0-0
Running x.opt with 64 threads, list size 1024, operations 80-10-10
Running x.opt with 64 threads, list size 1024, operations 20-40-40
Running x.opt with 64 threads, list size 1024, operations 0-50-50
Running x.opt with 64 threads, list size 8192, operations 100-0-0
Running x.opt with 64 threads, list size 8192, operations 80-10-10
Running x.opt with 64 threads, list size 8192, operations 20-40-40
Running x.opt with 64 threads, list size 8192, operations 0-50-50
Running x.opt with 128 threads, list size 1024, operations 100-0-0
Running x.opt with 128 threads, list size 1024, operations 80-10-10
Running x.opt with 128 threads, list size 1024, operations 20-40-40
Running x.opt with 128 threads, list size 1024, operations 0-50-50
Running x.opt with 128 threads, list size 8192, operations 100-0-0
Running x.opt with 128 threads, list size 8192, operations 80-10-10
Running x.opt with 128 threads, list size 8192, operations 20-40-40
Running x.opt with 128 threads, list size 8192, operations 0-50-50
Running x.lazy with 1 threads, list size 1024, operations 100-0-0
Running x.lazy with 1 threads, list size 1024, operations 80-10-10
Running x.lazy with 1 threads, list size 1024, operations 20-40-40
Running x.lazy with 1 threads, list size 1024, operations 0-50-50
Running x.lazy with 1 threads, list size 8192, operations 100-0-0
Running x.lazy with 1 threads, list size 8192, operations 80-10-10
Running x.lazy with 1 threads, list size 8192, operations 20-40-40
Running x.lazy with 1 threads, list size 8192, operations 0-50-50
Running x.lazy with 2 threads, list size 1024, operations 100-0-0
Running x.lazy with 2 threads, list size 1024, operations 80-10-10
Running x.lazy with 2 threads, list size 1024, operations 20-40-40
Running x.lazy with 2 threads, list size 1024, operations 0-50-50
Running x.lazy with 2 threads, list size 8192, operations 100-0-0
Running x.lazy with 2 threads, list size 8192, operations 80-10-10
Running x.lazy with 2 threads, list size 8192, operations 20-40-40
Running x.lazy with 2 threads, list size 8192, operations 0-50-50
Running x.lazy with 4 threads, list size 1024, operations 100-0-0
Running x.lazy with 4 threads, list size 1024, operations 80-10-10
Running x.lazy with 4 threads, list size 1024, operations 20-40-40
Running x.lazy with 4 threads, list size 1024, operations 0-50-50
Running x.lazy with 4 threads, list size 8192, operations 100-0-0
Running x.lazy with 4 threads, list size 8192, operations 80-10-10
Running x.lazy with 4 threads, list size 8192, operations 20-40-40
Running x.lazy with 4 threads, list size 8192, operations 0-50-50
Running x.lazy with 8 threads, list size 1024, operations 100-0-0
Running x.lazy with 8 threads, list size 1024, operations 80-10-10
Running x.lazy with 8 threads, list size 1024, operations 20-40-40
Running x.lazy with 8 threads, list size 1024, operations 0-50-50
Running x.lazy with 8 threads, list size 8192, operations 100-0-0
Running x.lazy with 8 threads, list size 8192, operations 80-10-10
Running x.lazy with 8 threads, list size 8192, operations 20-40-40
Running x.lazy with 8 threads, list size 8192, operations 0-50-50
Running x.lazy with 16 threads, list size 1024, operations 100-0-0
Running x.lazy with 16 threads, list size 1024, operations 80-10-10
Running x.lazy with 16 threads, list size 1024, operations 20-40-40
Running x.lazy with 16 threads, list size 1024, operations 0-50-50
Running x.lazy with 16 threads, list size 8192, operations 100-0-0
Running x.lazy with 16 threads, list size 8192, operations 80-10-10
Running x.lazy with 16 threads, list size 8192, operations 20-40-40
Running x.lazy with 16 threads, list size 8192, operations 0-50-50
Running x.lazy with 32 threads, list size 1024, operations 100-0-0
Running x.lazy with 32 threads, list size 1024, operations 80-10-10
Running x.lazy with 32 threads, list size 1024, operations 20-40-40
Running x.lazy with 32 threads, list size 1024, operations 0-50-50
Running x.lazy with 32 threads, list size 8192, operations 100-0-0
Running x.lazy with 32 threads, list size 8192, operations 80-10-10
Running x.lazy with 32 threads, list size 8192, operations 20-40-40
Running x.lazy with 32 threads, list size 8192, operations 0-50-50
Running x.lazy with 64 threads, list size 1024, operations 100-0-0
Running x.lazy with 64 threads, list size 1024, operations 80-10-10
Running x.lazy with 64 threads, list size 1024, operations 20-40-40
Running x.lazy with 64 threads, list size 1024, operations 0-50-50
Running x.lazy with 64 threads, list size 8192, operations 100-0-0
Running x.lazy with 64 threads, list size 8192, operations 80-10-10
Running x.lazy with 64 threads, list size 8192, operations 20-40-40
Running x.lazy with 64 threads, list size 8192, operations 0-50-50
Running x.lazy with 128 threads, list size 1024, operations 100-0-0
Running x.lazy with 128 threads, list size 1024, operations 80-10-10
Running x.lazy with 128 threads, list size 1024, operations 20-40-40
Running x.lazy with 128 threads, list size 1024, operations 0-50-50
Running x.lazy with 128 threads, list size 8192, operations 100-0-0
Running x.lazy with 128 threads, list size 8192, operations 80-10-10
Running x.lazy with 128 threads, list size 8192, operations 20-40-40
Running x.lazy with 128 threads, list size 8192, operations 0-50-50
Running x.nb with 1 threads, list size 1024, operations 100-0-0
Running x.nb with 1 threads, list size 1024, operations 80-10-10
Running x.nb with 1 threads, list size 1024, operations 20-40-40
Running x.nb with 1 threads, list size 1024, operations 0-50-50
Running x.nb with 1 threads, list size 8192, operations 100-0-0
Running x.nb with 1 threads, list size 8192, operations 80-10-10
Running x.nb with 1 threads, list size 8192, operations 20-40-40
Running x.nb with 1 threads, list size 8192, operations 0-50-50
Running x.nb with 2 threads, list size 1024, operations 100-0-0
Running x.nb with 2 threads, list size 1024, operations 80-10-10
Running x.nb with 2 threads, list size 1024, operations 20-40-40
Running x.nb with 2 threads, list size 1024, operations 0-50-50
Running x.nb with 2 threads, list size 8192, operations 100-0-0
Running x.nb with 2 threads, list size 8192, operations 80-10-10
Running x.nb with 2 threads, list size 8192, operations 20-40-40
Running x.nb with 2 threads, list size 8192, operations 0-50-50
Running x.nb with 4 threads, list size 1024, operations 100-0-0
Running x.nb with 4 threads, list size 1024, operations 80-10-10
Running x.nb with 4 threads, list size 1024, operations 20-40-40
Running x.nb with 4 threads, list size 1024, operations 0-50-50
Running x.nb with 4 threads, list size 8192, operations 100-0-0
Running x.nb with 4 threads, list size 8192, operations 80-10-10
Running x.nb with 4 threads, list size 8192, operations 20-40-40
Running x.nb with 4 threads, list size 8192, operations 0-50-50
Running x.nb with 8 threads, list size 1024, operations 100-0-0
Running x.nb with 8 threads, list size 1024, operations 80-10-10
Running x.nb with 8 threads, list size 1024, operations 20-40-40
Running x.nb with 8 threads, list size 1024, operations 0-50-50
Running x.nb with 8 threads, list size 8192, operations 100-0-0
Running x.nb with 8 threads, list size 8192, operations 80-10-10
Running x.nb with 8 threads, list size 8192, operations 20-40-40
Running x.nb with 8 threads, list size 8192, operations 0-50-50
Running x.nb with 16 threads, list size 1024, operations 100-0-0
Running x.nb with 16 threads, list size 1024, operations 80-10-10
Running x.nb with 16 threads, list size 1024, operations 20-40-40
Running x.nb with 16 threads, list size 1024, operations 0-50-50
Running x.nb with 16 threads, list size 8192, operations 100-0-0
Running x.nb with 16 threads, list size 8192, operations 80-10-10
Running x.nb with 16 threads, list size 8192, operations 20-40-40
Running x.nb with 16 threads, list size 8192, operations 0-50-50
Running x.nb with 32 threads, list size 1024, operations 100-0-0
Running x.nb with 32 threads, list size 1024, operations 80-10-10
Running x.nb with 32 threads, list size 1024, operations 20-40-40
Running x.nb with 32 threads, list size 1024, operations 0-50-50
Running x.nb with 32 threads, list size 8192, operations 100-0-0
Running x.nb with 32 threads, list size 8192, operations 80-10-10
Running x.nb with 32 threads, list size 8192, operations 20-40-40
Running x.nb with 32 threads, list size 8192, operations 0-50-50
Running x.nb with 64 threads, list size 1024, operations 100-0-0
Running x.nb with 64 threads, list size 1024, operations 80-10-10
Running x.nb with 64 threads, list size 1024, operations 20-40-40
Running x.nb with 64 threads, list size 1024, operations 0-50-50
Running x.nb with 64 threads, list size 8192, operations 100-0-0
Running x.nb with 64 threads, list size 8192, operations 80-10-10
Running x.nb with 64 threads, list size 8192, operations 20-40-40
Running x.nb with 64 threads, list size 8192, operations 0-50-50
Running x.nb with 128 threads, list size 1024, operations 100-0-0
Running x.nb with 128 threads, list size 1024, operations 80-10-10
Running x.nb with 128 threads, list size 1024, operations 20-40-40
Running x.nb with 128 threads, list size 1024, operations 0-50-50
Running x.nb with 128 threads, list size 8192, operations 100-0-0
Running x.nb with 128 threads, list size 8192, operations 80-10-10
Running x.nb with 128 threads, list size 8192, operations 20-40-40
Running x.nb with 128 threads, list size 8192, operations 0-50-50
